k_max,alfa,lamda,f,obj1_cdor_dist_to_0.1,obj2_wdor,obj3_caer_dist_to_0.1,obj4_waer,obj5_time
4,0.9711129791358002,0.25173486733447537,0.7269373460268723,1.0,1.0,1.0,1.0,1000.0
5,0.37303165983962583,0.6288225455292035,0.7008530114407594,1.0,1.0,1.0,1.0,1000.0
5,0.1844736280968114,0.2958313052801863,1.4008129952123802,1.0,1.0,1.0,1.0,1000.0
4,0.612283487339991,0.1255127288698057,1.3357651039198697,1.0,1.0,1.0,1.0,1000.0
9,0.1275309847301982,0.12290127489411473,1.1178068800115557,1.0,1.0,1.0,1.0,1000.0
7,0.4094648333117378,0.8941538822198172,0.6087616924454133,1.0,1.0,1.0,1.0,1000.0
5,0.954747338969342,0.1255127288698057,1.3357651039198697,1.0,1.0,1.0,1.0,1000.0
6,0.41113037323787727,0.19853976456492345,1.1248020841524764,1.0,1.0,1.0,1.0,1000.0
2,0.4453206696010359,0.5498199300131215,1.1178068800115557,1.0,1.0,1.0,1.0,1000.0
2,0.6084466504091195,0.21735201558196715,1.0607173210286938,1.0,1.0,1.0,1.0,1000.0
8,0.7178354687611718,0.5952472783725162,1.0659665173422042,1.0,1.0,1.0,1.0,1000.0
3,0.8379793424361054,0.25173486733447537,0.7269373460268723,1.0,1.0,1.0,1.0,1000.0
4,0.3212633162803953,0.8389268570600409,1.1151860325590366,1.0,1.0,1.0,1.0,1000.0
7,0.6315255741586737,0.8393951302691629,0.6732421083716036,1.0,1.0,1.0,1.0,1000.0
3,0.5458915783827468,0.5045419583098644,1.1158517722488732,1.0,1.0,1.0,1.0,1000.0
3,0.6938415025759718,0.4836694408424691,1.2374512500957098,1.0,1.0,1.0,1.0,1000.0
3,0.768831994380248,0.8393951302691629,1.473252257043062,1.0,1.0,1.0,1.0,1000.0
8,0.768831994380248,0.25173486733447537,0.7269373460268723,1.0,1.0,1.0,1.0,1000.0
4,0.46593903352226373,0.4068077177049251,1.1151860325590366,1.0,1.0,1.0,1.0,1000.0
10,0.38304587939278345,0.4940988342855148,0.9958122413818506,1.0,1.0,1.0,1.0,1000.0
8,0.954747338969342,0.19853976456492345,0.8647360471636006,1.0,1.0,1.0,1.0,1000.0
